contact_id,customer_id,contact_date,channel,proposed_product,result,employee_id,note
H000282,C00110,2025-12-27,メール,一時払い保険,情報提供のみ,E015,一時払い保険を提案。前向きな反応。
H000283,C00111,2026-07-08,電話,NISA,検討中,E061,NISAを提案。前向きな反応。
H000284,C00113,2026-08-13,オンライン面談,NISA,情報提供のみ,E038,NISAを提案。前向きな反応。
H000285,C00113,2025-10-01,訪問,国内債券,再訪問予定,E038,国内債券を提案。前向きな反応。
H000286,C00113,2026-05-11,メール,外国債券,検討中,E038,外国債券を提案。前向きな反応。
H000287,C00113,2026-02-04,オンライン面談,ファンドラップ,検討中,E038,ファンドラップを提案。前向きな反応。
H000288,C00113,2025-12-28,電話,国内債券,情報提供のみ,E038,国内債券を提案。前向きな反応。
H000289,C00114,2026-08-11,メール,外貨預金,成約,E077,外貨預金を提案。前向きな反応。
H000290,C00115,2025-07-16,オンライン面談,国内債券,検討中,E027,国内債券を提案。前向きな反応。
H000291,C00115,2024-12-31,来店,外貨預金,成約,E027,外貨預金を提案。前向きな反応。
H000292,C00116,2026-04-04,オンライン面談,一時払い保険,成約,E036,一時払い保険を提案。前向きな反応。
H000293,C00116,2026-01-14,メール,国内債券,検討中,E036,国内債券を提案。前向きな反応。
H000294,C00116,2025-10-24,訪問,一時払い保険,再訪問予定,E036,一時払い保険を提案。前向きな反応。
H000295,C00116,2026-03-07,メール,ファンドラップ,成約,E036,ファンドラップを提案。前向きな反応。
H000296,C00116,2025-03-06,メール,一時払い保険,成約,E036,一時払い保険を提案。前向きな反応。
H000297,C00117,2024-10-25,来店,投資信託,見送り,E002,投資信託を提案。反応は限定的。
H000298,C00117,2023-11-09,来店,相続コンサル,情報提供のみ,E002,相続コンサルを提案。前向きな反応。
H000299,C00117,2024-04-26,電話,外国債券,情報提供のみ,E002,外国債券を提案。前向きな反応。
H000300,C00119,2025-11-09,メール,国内債券,情報提供のみ,E037,国内債券を提案。前向きな反応。
H000301,C00119,2025-01-28,訪問,NISA,成約,E037,NISAを提案。前向きな反応。
H000302,C00119,2025-05-08,訪問,外国債券,検討中,E037,外国債券を提案。前向きな反応。
H000303,C00119,2025-02-24,メール,外貨預金,検討中,E037,外貨預金を提案。前向きな反応。
H000304,C00119,2024-11-26,メール,投資信託,成約,E037,投資信託を提案。前向きな反応。
H000305,C00120,2025-03-07,電話,投資信託,再訪問予定,E035,投資信託を提案。前向きな反応。
H000306,C00121,2026-02-24,電話,一時払い保険,情報提供のみ,E048,一時払い保険を提案。前向きな反応。
H000307,C00121,2025-07-03,メール,外国債券,見送り,E048,外国債券を提案。反応は限定的。
H000308,C00121,2025-08-04,訪問,ファンドラップ,成約,E048,ファンドラップを提案。前向きな反応。
H000309,C00122,2026-08-16,来店,外貨預金,情報提供のみ,E052,外貨預金を提案。前向きな反応。
H000310,C00122,2025-09-20,来店,NISA,再訪問予定,E052,NISAを提案。前向きな反応。
H000311,C00122,2026-01-04,オンライン面談,国内債券,成約,E052,国内債券を提案。前向きな反応。
H000312,C00123,2026-03-04,オンライン面談,投資信託,成約,E024,投資信託を提案。前向きな反応。
H000313,C00123,2025-12-17,メール,外国債券,再訪問予定,E024,外国債券を提案。前向きな反応。
H000314,C00125,2026-03-07,メール,一時払い保険,成約,E031,一時払い保険を提案。前向きな反応。
H000315,C00127,2026-04-23,オンライン面談,国内債券,再訪問予定,E058,国内債券を提案。前向きな反応。
H000316,C00127,2026-01-02,メール,国内債券,検討中,E058,国内債券を提案。前向きな反応。
H000317,C00128,2026-07-31,電話,国内債券,成約,E001,国内債券を提案。前向きな反応。
H000318,C00129,2026-02-21,訪問,外国債券,見送り,E040,外国債券を提案。反応は限定的。
H000319,C00129,2025-08-05,電話,投資信託,見送り,E040,投資信託を提案。反応は限定的。
H000320,C00129,2025-11-18,オンライン面談,相続コンサル,再訪問予定,E040,相続コンサルを提案。前向きな反応。
H000321,C00129,2025-08-29,電話,NISA,情報提供のみ,E040,NISAを提案。前向きな反応。
H000322,C00130,2025-09-14,電話,一時払い保険,成約,E066,一時払い保険を提案。前向きな反応。
H000323,C00130,2025-06-29,メール,一時払い保険,再訪問予定,E066,一時払い保険を提案。前向きな反応。
H000324,C00131,2024-10-30,オンライン面談,外国債券,成約,E036,外国債券を提案。前向きな反応。
H000325,C00132,2025-12-18,電話,NISA,成約,E030,NISAを提案。前向きな反応。
H000326,C00132,2025-08-24,メール,ファンドラップ,成約,E030,ファンドラップを提案。前向きな反応。
H000327,C00133,2026-07-31,メール,ファンドラップ,成約,E022,ファンドラップを提案。前向きな反応。
H000328,C00133,2026-07-06,オンライン面談,相続コンサル,成約,E022,相続コンサルを提案。前向きな反応。
H000329,C00134,2026-01-30,オンライン面談,相続コンサル,再訪問予定,E021,相続コンサルを提案。前向きな反応。
H000330,C00136,2026-05-28,電話,ファンドラップ,成約,E018,ファンドラップを提案。前向きな反応。
H000331,C00136,2026-05-21,メール,国内債券,成約,E018,国内債券を提案。前向きな反応。
H000332,C00136,2026-04-07,訪問,一時払い保険,情報提供のみ,E018,一時払い保険を提案。前向きな反応。
H000333,C00136,2025-08-16,オンライン面談,外国債券,再訪問予定,E018,外国債券を提案。前向きな反応。
H000334,C00137,2025-09-10,メール,外貨預金,見送り,E042,外貨預金を提案。反応は限定的。
H000335,C00137,2025-05-01,メール,相続コンサル,成約,E042,相続コンサルを提案。前向きな反応。
H000336,C00137,2025-01-27,訪問,外国債券,成約,E042,外国債券を提案。前向きな反応。
H000337,C00138,2025-02-11,電話,外国債券,情報提供のみ,E042,外国債券を提案。前向きな反応。
H000338,C00139,2025-11-30,来店,国内債券,再訪問予定,E040,国内債券を提案。前向きな反応。
H000339,C00139,2025-07-04,訪問,外国債券,検討中,E040,外国債券を提案。前向きな反応。
H000340,C00139,2024-12-22,オンライン面談,外国債券,再訪問予定,E040,外国債券を提案。前向きな反応。
H000341,C00139,2024-12-25,電話,外国債券,再訪問予定,E040,外国債券を提案。前向きな反応。
H000342,C00139,2025-06-02,メール,投資信託,検討中,E040,投資信託を提案。前向きな反応。
H000343,C00140,2026-02-26,電話,NISA,見送り,E072,NISAを提案。反応は限定的。
H000344,C00140,2025-08-11,電話,相続コンサル,情報提供のみ,E072,相続コンサルを提案。前向きな反応。
H000345,C00140,2025-10-24,来店,国内債券,見送り,E072,国内債券を提案。反応は限定的。
H000346,C00140,2025-10-10,メール,相続コンサル,検討中,E072,相続コンサルを提案。前向きな反応。
H000347,C00141,2026-08-14,メール,NISA,成約,E068,NISAを提案。前向きな反応。
H000348,C00142,2024-10-01,訪問,国内債券,見送り,E011,国内債券を提案。反応は限定的。
H000349,C00142,2024-04-19,電話,投資信託,情報提供のみ,E011,投資信託を提案。前向きな反応。
H000350,C00142,2024-08-26,電話,ファンドラップ,検討中,E011,ファンドラップを提案。前向きな反応。
H000351,C00143,2026-01-01,オンライン面談,外貨預金,見送り,E036,外貨預金を提案。反応は限定的。
H000352,C00143,2025-09-06,オンライン面談,相続コンサル,見送り,E036,相続コンサルを提案。反応は限定的。
H000353,C00143,2025-06-18,来店,NISA,再訪問予定,E036,NISAを提案。前向きな反応。
H000354,C00144,2026-01-07,訪問,NISA,見送り,E002,NISAを提案。反応は限定的。
H000355,C00144,2025-12-01,電話,国内債券,見送り,E002,国内債券を提案。反応は限定的。
H000356,C00145,2024-09-17,訪問,国内債券,成約,E013,国内債券を提案。前向きな反応。
H000357,C00145,2023-08-22,訪問,NISA,見送り,E013,NISAを提案。反応は限定的。
H000358,C00147,2026-07-02,オンライン面談,ファンドラップ,見送り,E048,ファンドラップを提案。反応は限定的。
H000359,C00147,2026-03-16,オンライン面談,NISA,検討中,E048,NISAを提案。前向きな反応。
H000360,C00147,2025-10-21,訪問,外国債券,成約,E048,外国債券を提案。前向きな反応。
H000361,C00147,2026-07-02,電話,投資信託,検討中,E048,投資信託を提案。前向きな反応。
H000362,C00147,2025-11-22,電話,投資信託,成約,E048,投資信託を提案。前向きな反応。
H000363,C00148,2025-12-06,来店,外国債券,再訪問予定,E047,外国債券を提案。前向きな反応。
H000364,C00148,2025-10-22,電話,外貨預金,成約,E047,外貨預金を提案。前向きな反応。
H000365,C00148,2025-08-25,オンライン面談,一時払い保険,再訪問予定,E047,一時払い保険を提案。前向きな反応。
H000366,C00148,2025-04-30,オンライン面談,ファンドラップ,検討中,E047,ファンドラップを提案。前向きな反応。
H000367,C00148,2025-02-19,メール,ファンドラップ,成約,E047,ファンドラップを提案。前向きな反応。
H000368,C00149,2025-12-18,電話,国内債券,成約,E009,国内債券を提案。前向きな反応。
H000369,C00149,2025-04-11,メール,一時払い保険,成約,E009,一時払い保険を提案。前向きな反応。
H000370,C00149,2025-02-13,電話,外国債券,検討中,E009,外国債券を提案。前向きな反応。
H000371,C00149,2025-06-02,来店,相続コンサル,情報提供のみ,E009,相続コンサルを提案。前向きな反応。
H000372,C00150,2025-10-26,オンライン面談,相続コンサル,見送り,E024,相続コンサルを提案。反応は限定的。
H000373,C00150,2025-03-25,訪問,一時払い保険,情報提供のみ,E024,一時払い保険を提案。前向きな反応。
H000374,C00150,2025-07-12,オンライン面談,外貨預金,成約,E024,外貨預金を提案。前向きな反応。
H000375,C00150,2024-12-22,来店,ファンドラップ,検討中,E024,ファンドラップを提案。前向きな反応。
H000376,C00150,2025-07-22,来店,NISA,成約,E024,NISAを提案。前向きな反応。
H000377,C00151,2025-11-17,来店,外国債券,検討中,E018,外国債券を提案。前向きな反応。
H000378,C00152,2025-08-03,来店,NISA,見送り,E054,NISAを提案。反応は限定的。
H000379,C00153,2025-09-13,訪問,相続コンサル,情報提供のみ,E039,相続コンサルを提案。前向きな反応。
H000380,C00153,2025-04-21,メール,投資信託,再訪問予定,E039,投資信託を提案。前向きな反応。
H000381,C00155,2024-09-22,オンライン面談,相続コンサル,見送り,E039,相続コンサルを提案。反応は限定的。
H000382,C00155,2024-04-17,オンライン面談,ファンドラップ,見送り,E039,ファンドラップを提案。反応は限定的。
H000383,C00156,2025-10-28,メール,相続コンサル,情報提供のみ,E012,相続コンサルを提案。前向きな反応。
H000384,C00156,2025-09-13,メール,一時払い保険,検討中,E012,一時払い保険を提案。前向きな反応。
H000385,C00157,2026-01-11,来店,外貨預金,情報提供のみ,E014,外貨預金を提案。前向きな反応。
H000386,C00157,2025-12-26,来店,ファンドラップ,成約,E014,ファンドラップを提案。前向きな反応。
